"instance","w","h","lots","land_cells","river_cells","preserve_cells","aptitude_classes","connected_components","batch_size","crossover_rate","keep_rate","new_rate","time","generations","seed","num_new_solutions","num_crossovers","num_mutations","num_solutions_explored","generation_best","time_to_best","time_avg","time_std_dev","time_initial","value_best","value_worst","value_avg","value_std_dev","value_initial","max_area_best","max_area_worst","max_area_avg","max_area_std_dev","max_area_initial","min_area_best","min_area_worst","min_area_avg","min_area_std_dev","min_area_initial","rivers_best","rivers_worst","rivers_avg","rivers_std_dev","rivers_initial","river_violations_best","river_violations_worst","river_violations_avg","river_violations_std_dev","river_violations_initial","size_ratio_best","size_ratio_worst","size_ratio_avg","size_ratio_std_dev","size_ratio_initial","convexity_best","convexity_worst","convexity_avg","convexity_std_dev","convexity_initial","num_empty_crossover_lots","num_disconnected_crossover_lots","num_empty_mutation_lots","num_disconnected_mutation_lots"
"300x300k20s94113",300,300,20,81694,8189,117,6,4,256,6,2,2,1800.05,0,14059470564633681920,0,0,0,0,3064,219.66,0.07,0.01,0.06,101061.83,201200.35,144767.95,33219,144308.66,1171,124,888.41,418.09,535,9637,13228,10342.1,2481.23,9984,0,75221,35289.6,10540.29,23421,0,17,10.73,2.11,11,8.23,106.68,17.46,51.19,18.66,1.21,1.17,1.19,0.03,1.2,0,0,0,0
"300x300k40s94113",300,300,40,81694,8189,117,6,4,256,6,2,2,1800.03,0,14059900031673688064,0,0,0,0,12901,956.27,0.08,0.01,0.06,56538.35,84338.35,75105.44,14302.79,94403.25,54,62,353.28,159.7,377,4628,6887,6096.73,1534.06,7496,8268,55694,34744.18,6035.1,43217,11,24,19.16,2.29,24,85.7,111.08,25.54,69.32,19.88,1.2,1.19,1.18,0.02,1.2,0,0,0,0
"300x300k60s94113",300,300,60,81694,8189,117,6,4,256,6,2,2,1800.04,0,14059637675551213568,0,0,0,0,685,55.29,0.08,0.01,0.04,36403.53,60744.15,49555.43,8148.41,60828.94,356,77,206.47,93.6,221,3512,4827,4278.75,1080.46,4504,13901,49646,31896.09,4530.73,37738,22,31,25.38,2.63,20,9.87,62.69,30.16,49.07,20.38,1.18,1.19,1.18,0.02,1.18,0,0,0,0
"300x300k80s94113",300,300,80,81694,8189,117,6,4,256,6,2,2,1800.06,0,14060474644705679360,0,0,0,0,12277,1040.2,0.08,0.01,0.06,24711.41,42008.27,36775.22,5471.42,33067.13,337,83,139.95,63.07,40,2055,3340,3301.59,815.56,2373,14334,42493,29355.76,3744.68,30760,26,34,30.41,2.88,28,6.1,40.24,34.88,85.63,59.33,1.17,1.16,1.17,0.01,1.16,0,0,0,0
"400x400k100s16692",400,400,100,153235,6765,0,5,2,256,6,2,2,1800.11,0,14060467931586797568,0,0,0,0,8373,1411.75,0.17,0.02,0.11,44507.49,53869.53,47552.21,5442.39,53674.62,128,103,207.81,89.2,120,4028,5299,4847.42,1039.43,4878,17882,55412,35953.41,4765.63,38973,21,26,24.49,2.67,25,31.47,51.45,33.26,69.89,40.65,1.15,1.15,1.16,0.01,1.14,0,0,0,0
"400x400k20s16692",400,400,20,153235,6765,0,5,2,256,6,2,2,1800.03,0,14059942431449182208,0,0,0,0,9388,1357.23,0.14,0.02,0.12,259259.17,333046.32,248923.04,60519.19,252647.69,1931,583,1771.53,798.82,2414,22383,23088,20103.53,5512.09,17951,2597,113903,60400.38,16247.07,50903,2,12,8.98,1.58,11,11.59,39.6,16.14,19.66,7.44,1.16,1.2,1.17,0.03,1.15,0,0,0,0
"400x400k40s16692",400,400,40,153235,6765,0,5,2,256,6,2,2,1800.01,0,14059669014803228672,0,0,0,0,1002,149.22,0.15,0.02,0.12,88025.59,174444.34,122055.82,21235.43,121944.59,1171,392,709.02,310.77,930,7948,14203,10964.46,2583.5,12196,15165,84201,49704.83,9467.15,43974,13,16,14.25,1.91,16,6.79,36.23,21.98,42.33,13.11,1.18,1.18,1.16,0.02,1.15,0,0,0,0
"400x400k60s16692",400,400,60,153235,6765,0,5,2,256,6,2,2,1800.02,0,14059667592508747776,0,0,0,0,4053,622.54,0.15,0.02,0.12,62413.44,84248.97,80665.02,11766.45,73615.36,527,115,408.81,177.61,471,5709,10388,7725.24,1773.68,7839,15313,74022,43380.03,7006.82,49661,14,24,18.17,2.21,22,10.83,90.33,26.19,32.35,16.64,1.16,1.15,1.16,0.01,1.15,0,0,0,0
"400x400k80s16692",400,400,80,153235,6765,0,5,2,256,6,2,2,1800.08,0,14059667563444674560,0,0,0,0,4068,670.43,0.17,0.02,0.12,48101.55,56456.13,59899.4,7759,61424.42,194,45,280.07,121.07,356,4982,6426,5959.75,1344.15,6285,18014,61744,39071.53,5666.01,34271,14,24,21.5,2.48,21,25.68,142.8,30.04,70.11,17.65,1.16,1.17,1.16,0.01,1.18,0,0,0,0
"500x500k100s32414",500,500,100,242511,5001,2488,7,7,256,6,2,2,1800,0,14059707607665840128,0,0,0,0,5029,1406.05,0.28,0.04,0.19,73395.21,121295.71,88450.32,11821.03,75128.22,501,161,333.83,141.9,360,5648,10509,7568.49,1503.29,7231,31638,91437,60289.69,8391.34,53311,21,29,26.03,2.75,24,11.27,65.27,30.83,42.95,20.09,1.16,1.16,1.15,0.01,1.15,0,0,0,0
"500x500k20s32414",500,500,20,242511,5001,2488,7,7,256,6,2,2,1800.08,0,14059680155664601088,0,0,0,0,5933,1442.84,0.24,0.03,0.11,220312.77,622850.47,447458.27,114081.93,381297.17,3982,1566,2838.77,1262.92,2292,25039,35600,31327.31,8178.2,36437,3931,194666,102687.99,27885.03,132573,5,14,9.8,1.68,12,6.29,22.73,16.41,67.85,15.9,1.17,1.22,1.16,0.03,1.12,0,0,0,0
"500x500k40s32414",500,500,40,242511,5001,2488,7,7,256,6,2,2,1800.08,0,14059677911927379968,0,0,0,0,3056,764.71,0.25,0.03,0.18,142645.16,315886.56,224351.59,44828.87,168404.62,904,392,1124.12,490.92,547,12825,38733,17171.79,4074.81,14834,23637,152764,84893.23,16813.88,113844,9,15,15.42,2.01,19,14.19,98.81,21.34,43.86,27.12,1.13,1.17,1.16,0.02,1.14,0,0,0,0
"500x500k60s32414",500,500,60,242511,5001,2488,7,7,256,6,2,2,1800.06,0,14059678283387899904,0,0,0,0,6328,1658.64,0.26,0.03,0.23,139523.99,113527.62,148503.56,24817.38,135932.61,672,250,655.52,283.82,1170,10137,9727,11947.17,2624.86,11634,34179,119580,73405.29,12216.61,63671,18,24,19.56,2.29,19,15.08,38.91,25.61,38.46,9.94,1.16,1.17,1.15,0.01,1.16,0,0,0,0
"500x500k80s32414",500,500,80,242511,5001,2488,7,7,256,6,2,2,1800.03,0,1.4059677345228e+19,0,0,0,0,4757,1310.11,0.28,0.03,0.2,92081.01,114886.3,111139.31,16603.85,125392.31,808,195,449.52,193.44,728,11866,10586,9264.75,1949.86,9415,31869,102386,65795.62,9885.62,57051,21,26,22.96,2.55,23,14.69,54.29,27.91,31.6,12.93,1.16,1.15,1.15,0.01,1.15,0,0,0,0
"600x600k100s6306",600,600,100,342444,17364,192,10,4,256,6,2,2,1800.11,0,14059677342520115200,0,0,0,0,174,73.42,0.41,0.06,0.3,133615.91,126334.93,140417.86,17421.99,147490.16,593,185,443.31,191.87,404,9384,15742,11239.73,2510.51,10381,70987,168325,121181.31,14120.77,127115,40,45,37.7,3.4,41,15.82,85.09,34.97,52.76,25.7,1.16,1.16,1.17,0.01,1.17,0,0,0,0
"600x600k20s6306",600,600,20,342444,17364,192,10,4,256,6,2,2,1800.09,0,14059679529354350592,0,0,0,0,1440,505.35,0.35,0.05,0.28,633490.28,707048.12,748473.05,194484.8,749134.97,4765,227,3733.76,1699.38,6692,30146,35330,47596.76,13521.93,44675,524,305312,170932.58,48976.05,168197,1,16,11.7,2.2,14,6.33,155.64,18.85,31.94,6.68,1.22,1.2,1.2,0.03,1.21,0,0,0,0
"600x600k40s6306",600,600,40,342444,17364,192,10,4,256,6,2,2,1800.08,0,14059923868175384576,0,0,0,0,4157,888.88,0.21,0,0.14,268847.1,360805.74,363650.58,68247.68,427817.19,533,445,1468.7,655.68,983,17007,21900,25815.96,6625.7,28647,39769,243285,154205.1,28038.37,161080,14,24,20.24,2.41,23,31.91,49.21,28.64,246.07,29.14,1.19,1.17,1.18,0.02,1.21,0,0,0,0
"600x600k60s6306",600,600,60,342444,17364,192,10,4,256,6,2,2,1800.15,0,1.4059924293221e+19,0,0,0,0,3256,714.4,0.22,0,0.14,237576.07,251414.61,238719.57,37247.99,278323.43,903,317,870.19,382.42,667,15890,16078,17881.42,4214.03,16174,52375,211344,139666.9,20208.26,129033,22,26,26.91,2.81,28,17.6,50.72,30.42,106.14,24.25,1.19,1.17,1.17,0.02,1.2,0,0,0,0
"600x600k80s6306",600,600,80,342444,17364,192,10,4,256,6,2,2,1800.21,0,14059909376941101056,0,0,0,0,5298,1189.91,0.22,0,0.14,134166.7,184400.7,177162.59,24564.97,157088.74,1635,275,592.12,259.51,688,11904,16646,13817.16,3114.31,12082,62638,197229,129102.71,16323.1,114003,35,41,32.6,3.15,31,7.28,60.53,35.18,193.11,17.56,1.17,1.16,1.17,0.01,1.15,0,0,0,0
"200x200k100s45221",200,200,100,37594,2241,165,5,7,256,6,2,2,1800.03,0,14059640188624875520,0,0,0,0,4729,182.43,0.04,0.01,0.02,11516.1,14665.43,12620.65,1578.97,11998.17,56,38,46.82,21.82,44,1146,1876,1197.96,269.9,1153,5557,17915,11560.72,1428.46,11362,30,40,32.14,3.06,31,20.46,49.37,38.69,61.52,26.2,1.15,1.16,1.16,0.01,1.17,0,0,0,0
"200x200k20s45221",200,200,20,37196,2241,563,5,7,256,6,2,2,1800.04,0,1.4059683299612e+19,0,0,0,0,52876,1691.18,0.03,0,0.02,59755.98,70442,64258.85,15868.87,49591.13,453,62,427.19,196.64,414,5150,5266,4889.35,1318.56,2968,0,34378,16555.25,4694.79,20509,0,18,10.75,2.04,11,11.37,84.94,17.53,66.94,7.17,1.18,1.21,1.18,0.03,1.13,0,0,0,0
"200x200k40s45221",200,200,40,37196,2241,563,5,7,256,6,2,2,1800.01,0,14059418616884273152,0,0,0,0,39620,1311.75,0.03,0,0.02,25078.43,36954.73,31948.39,6053.49,28173.35,113,79,166.68,75.83,312,1986,3403,2685.7,690.94,2360,3695,25472,15035.61,2681.94,13141,11,26,18.05,2.24,17,17.58,43.08,23.67,48.28,7.56,1.17,1.36,1.17,0.02,1.19,0,0,0,0
"200x200k60s45221",200,200,60,37196,2241,563,5,7,256,6,2,2,1800.02,0,14060153666891812864,0,0,0,0,43163,1520.77,0.04,0,0.02,13805.05,23859.17,21092.22,3308.95,22804.5,124,56,95.87,42.98,39,1146,1964,1877.45,447.69,1770,4979,21851,13452.64,2010.79,14528,18,31,23.3,2.54,21,9.24,35.07,29.22,59.14,45.38,1.15,1.15,1.16,0.02,1.16,0,0,0,0
"200x200k80s45221",200,200,80,37196,2241,563,5,7,256,6,2,2,1800.04,0,14059424775542435840,0,0,0,0,16393,589.42,0.04,0.01,0.03,11397.55,19391.44,15719.52,2178.71,15135.62,75,6,64.82,29.36,81,1008,1553,1452.06,337.2,1516,5355,18797,12231.34,1633.59,10851,24,29,27.61,2.76,25,13.44,258.83,33.37,59.79,18.72,1.18,1.15,1.16,0.01,1.17,0,0,0,0
"300x300k100s94113",300,300,100,81694,8189,117,6,4,256,6,2,2,1800.03,0,14060313210741217280,0,0,0,0,8570,727.64,0.09,0.01,0.06,23888.48,39978.46,29196.88,3951.06,26207.23,10,54,103.39,47.18,66,2126,3394,2688.45,639.27,2372,13984,38308,27273.59,3232.5,32861,30,40,34.77,3.1,38,212.6,62.85,38.49,71.67,35.94,1.19,1.15,1.17,0.01,1.17,0,0,0,0
"300x300k20s94113",300,300,20,81694,8189,117,6,4,256,6,2,2,1800.05,0,14060313209791678464,0,0,0,0,16630,1199.31,0.07,0.01,0.06,103128.97,203636.49,144880.34,33051.71,138284.04,1202,310,881.51,418.65,513,8108,15594,10323.82,2466.97,9805,0,72030,35352.34,10508.75,32681,0,17,10.73,2.1,13,6.75,50.3,17.77,56.18,19.11,1.18,1.18,1.19,0.03,1.22,0,0,0,0
"300x300k40s94113",300,300,40,81694,8189,117,6,4,256,6,2,2,1800.03,0,14060153666874529792,0,0,0,0,1082,83.46,0.08,0.01,0.06,65175.44,98619.15,75058.18,14411.62,61264.28,241,30,354.96,160.33,290,5185,9516,6086.93,1528.06,6296,7954,56847,34752.32,6038.47,32192,11,28,19.19,2.28,18,21.51,317.2,25.14,70.88,21.71,1.22,1.17,1.18,0.02,1.2,0,0,0,0
"300x300k60s94113",300,300,60,81694,8189,117,6,4,256,6,2,2,1800.04,0,14059411006830602240,0,0,0,0,12942,1051.29,0.08,0.01,0.05,41384.5,66406.41,49602.09,8258.33,85695.43,357,72,208.06,93.91,179,3050,6014,4286.55,1093.76,8171,12487,48885,31878.57,4547.76,36977,24,27,25.34,2.61,21,8.54,83.53,29.95,55.41,45.65,1.22,1.18,1.18,0.02,1.19,0,0,0,0
"300x300k80s94113",300,300,80,81694,8189,117,6,4,256,6,2,2,1800.05,0,14059411194143807488,0,0,0,0,11275,946.95,0.08,0.01,0.05,27229.86,46582.24,36836.17,5397.32,40176.94,23,69,140.14,62.99,105,2552,3374,3307.37,810.96,2780,13057,42847,29379.13,3720.66,33380,28,33,30.42,2.88,29,110.96,48.9,34.79,82.86,26.48,1.18,1.21,1.17,0.01,1.16,0,0,0,0
"400x400k100s16692",400,400,100,153235,6765,0,5,2,256,6,2,2,1800.08,0,1.4059410093353e+19,0,0,0,0,2458,410.83,0.17,0.02,0.07,37473.08,50872.74,47680.63,5451.06,40507.18,466,152,205.85,88.2,374,3330,5959,4863.77,1043.08,3966,18876,56840,36013.24,4785.93,27991,24,26,24.5,2.68,22,7.15,39.2,34.73,105.23,10.6,1.16,1.15,1.16,0.01,1.16,0,0,0,0
"400x400k20s16692",400,400,20,153235,6765,0,5,2,256,6,2,2,1800.04,0,14059410562980505600,0,0,0,0,6042,879.85,0.15,0.02,0.11,273804.78,355092.53,249718.58,60812.77,220843.92,1281,482,1767.56,782.68,2262,17934,22499,20193.05,5603.38,17979,0,130796,60227.18,16158.79,51070,0,16,8.99,1.6,10,14,46.68,16.16,30.34,7.95,1.21,1.25,1.17,0.03,1.2,0,0,0,0
"400x400k40s16692",400,400,40,153235,6765,0,5,2,256,6,2,2,1800.08,0,14059411008344471552,0,0,0,0,11897,1768.44,0.15,0.02,0.11,112984.59,218945.34,121770.16,21032.62,111665.55,1290,346,705.29,308.79,515,10947,21190,10954.22,2555.31,11422,16661,89713,49758.52,9467.3,53461,13,17,14.21,1.92,11,8.49,61.24,22.38,70.76,22.18,1.17,1.21,1.16,0.02,1.15,0,0,0,0
"400x400k60s16692",400,400,60,153235,6765,0,5,2,256,6,2,2,1800.02,0,14059411067824797696,0,0,0,0,1624,251.46,0.16,0.02,0.11,75895.46,101847.83,80565.59,11739.65,78947.73,947,165,412.87,177.03,510,6943,12043,7724.82,1803.43,9767,16638,68980,43324.2,6950.71,41372,15,14,18.16,2.23,17,7.33,72.99,25.9,34.97,19.15,1.18,1.17,1.16,0.02,1.18,0,0,0,0
"400x400k80s16692",400,400,80,153235,6765,0,5,2,256,6,2,2,1800.04,0,14059411073820147712,0,0,0,0,8904,1453.46,0.16,0.02,0.11,57352.13,75115,59852.58,7608.68,58475.34,313,34,280.05,119.87,163,5527,9797,5954.55,1355.61,5829,18255,62362,39068.12,5650.62,35273,21,19,21.51,2.46,20,17.66,288.15,29.41,43.39,35.76,1.17,1.17,1.16,0.01,1.17,0,0,0,0
"500x500k100s32414",500,500,100,242511,5001,2488,7,7,256,6,2,2,1800.24,0,14060133935583672320,0,0,0,0,5945,1723.02,0.29,0.04,0.21,73463.52,121964.53,88323.6,11955.65,80612.15,398,220,330.87,141.25,207,8070,11289,7557.5,1500.43,7460,31892,101721,60283.98,8387.84,60874,25,27,26,2.79,28,20.28,51.31,31.61,45.27,36.04,1.14,1.14,1.15,0.01,1.17,0,0,0,0
"500x500k20s32414",500,500,20,242511,5001,2488,7,7,256,6,2,2,1800.13,0,14060331259133644800,0,0,0,0,6067,1473.91,0.24,0.03,0.21,426398.89,492151.05,444832.65,113322.32,436117.75,1542,803,2863.24,1269.05,4527,22011,30139,31086.29,8211.82,28517,7695,194589,101983.7,27967.93,74165,2,13,9.81,1.71,7,14.27,37.53,15.51,30.31,6.3,1.14,1.12,1.16,0.03,1.18,0,0,0,0
"500x500k40s32414",500,500,40,242511,5001,2488,7,7,256,6,2,2,1800.22,0,14059429650308132864,0,0,0,0,6619,1643.79,0.25,0.03,0.2,163183.87,307690.16,223004.03,44475.77,285616.53,856,679,1120.01,492.52,829,11785,28051,17071.7,3968.53,18629,22760,153243,84251.41,16770.07,47014,8,19,15.42,2.06,19,13.77,41.31,21.85,40.09,22.47,1.17,1.14,1.16,0.02,1.19,0,0,0,0
"500x500k60s32414",500,500,60,242511,5001,2488,7,7,256,6,2,2,1800.28,0,14060146579190099968,0,0,0,0,2993,770.25,0.26,0.03,0.12,120359.61,169216.47,148871.02,25601.23,191488.88,804,175,652.6,285.5,289,12931,10806,11942.27,2618.94,15021,32780,120015,73340.49,12351.44,77162,17,19,19.57,2.35,17,16.08,61.75,26.44,102.76,51.98,1.16,1.15,1.15,0.01,1.16,0,0,0,0
"500x500k80s32414",500,500,80,242511,5001,2488,7,7,256,6,2,2,1800.17,0,14059402439889321984,0,0,0,0,6326,1709.99,0.27,0.04,0.21,114140.92,160806.61,110814.06,16835.3,88084.28,266,372,451.25,195.1,233,8789,26375,9221.96,1938.4,6949,31367,102702,65667.56,9920.22,64257,20,24,22.97,2.57,23,33.04,70.9,27.92,30.02,29.82,1.15,1.15,1.15,0.01,1.15,0,0,0,0
"600x600k100s6306",600,600,100,342444,17364,192,10,4,256,6,2,2,1800.36,0,14059475225923225600,0,0,0,0,3243,1321.87,0.41,0.06,0.32,120956.59,138431.29,140536.3,17450.36,132483.7,282,151,443.59,194.75,266,8547,10542,11235.49,2495.4,9807,62476,175467,121022.31,13898.99,115252,38,47,37.78,3.37,41,30.31,69.81,35.36,43.15,36.87,1.18,1.17,1.17,0.01,1.17,0,0,0,0
"600x600k20s6306",600,600,20,342444,17364,192,10,4,256,6,2,2,1800.12,0,14059436435966451712,0,0,0,0,5002,1768.82,0.35,0.04,0.29,1157109.64,901646.29,748219.95,193452.6,735541.88,3900,1812,3716.48,1734.26,2154,74705,50152,47409.18,13164.68,38208,0,304746,170599.88,48011.02,217430,0,17,11.75,2.16,12,19.16,27.68,18.88,27.25,17.74,1.26,1.17,1.2,0.03,1.19,0,0,0,0
"600x600k40s6306",600,600,40,342444,17364,192,10,4,256,6,2,2,1800.08,0,14059477013184647168,0,0,0,0,4364,947.3,0.22,0,0.15,462845.2,383165.88,363767.2,67714.99,389615.31,780,375,1482.15,662.59,1810,22182,23525,25717.53,6573.63,29750,41353,249941,153959.58,27798.55,173902,7,24,20.27,2.4,22,28.44,62.73,27.69,192.97,16.44,1.22,1.16,1.18,0.02,1.2,0,0,0,0
"600x600k60s6306",600,600,60,342444,17364,192,10,4,256,6,2,2,1800.07,0,14059881773358258176,0,0,0,0,2160,485.56,0.22,0,0.14,223889.15,352167.68,237660.15,37477.61,206506.95,767,721,871.87,387.33,639,15334,27991,17877.64,4269.07,17407,64202,218207,139257,20279.38,145513,21,32,26.88,2.79,25,19.99,38.82,29.62,59.54,27.24,1.18,1.15,1.17,0.02,1.19,0,0,0,0
"600x600k80s6306",600,600,80,342444,17364,192,10,4,256,6,2,2,1800.11,0,14059487896147427328,0,0,0,0,1097,254.84,0.23,0,0.14,184926.33,177578.2,176624.25,24135.39,147392.24,193,101,594.26,258.71,522,13607,13720,13723.36,3091.56,14294,63524,190786,128987.9,16426.61,136412,26,36,32.64,3.12,34,70.5,135.84,33.17,77.56,27.38,1.16,1.16,1.17,0.01,1.17,0,0,0,0
"200x200k100s45221",200,200,100,37594,2241,165,5,7,256,6,2,2,1800.02,0,14059525332323946496,0,0,0,0,20686,802.13,0.04,0,0.03,10512.9,16794.77,12629.6,1590.78,13164.14,18,16,46.59,21.76,67,1230,1528,1197.84,270.32,1106,6037,17358,11564.93,1434,11374,27,35,32.12,3.05,27,68.33,95.5,38.23,58.17,16.51,1.16,1.18,1.16,0.01,1.17,0,0,0,0
"200x200k20s45221",200,200,20,37196,2241,563,5,7,256,6,2,2,1800.01,0,14060467387831164928,0,0,0,0,42500,1359.77,0.03,0,0.02,41349.93,117941.1,64541.4,15929.36,60037.54,534,72,425.64,195.39,274,3990,8594,4905.3,1325.51,3842,0,32867,16592.54,4703.25,22973,0,14,10.74,2.05,13,7.47,119.36,17.15,39.98,14.02,1.17,1.15,1.18,0.03,1.14,0,0,0,0
"200x200k40s45221",200,200,40,37196,2241,563,5,7,256,6,2,2,1800.03,0,14059319136343898112,0,0,0,0,37016,1235.91,0.03,0,0.02,24120.82,41385.34,31963.81,6047.07,27326.86,25,25,166.44,75.33,325,2031,3242,2685.67,688.28,2102,3166,24984,15054.41,2696.13,10280,11,23,18.06,2.23,19,81.24,129.68,23.45,45.99,6.47,1.18,1.17,1.17,0.02,1.15,0,0,0,0
"200x200k60s45221",200,200,60,37196,2241,563,5,7,256,6,2,2,1800.02,0,1.4059524485607e+19,0,0,0,0,31769,1109.08,0.03,0,0.02,13850.07,23765.28,21140.9,3337.1,25482.27,105,30,95.81,43.18,73,1350,1728,1884.73,453.23,2287,4823,20883,13454.72,2022.57,13692,15,25,23.31,2.54,20,12.86,57.6,28.75,49.57,31.33,1.15,1.16,1.16,0.02,1.17,0,0,0,0
"200x200k80s45221",200,200,80,37196,2241,563,5,7,256,6,2,2,1800.02,0,14059308494679560192,0,0,0,0,4634,162.88,0.04,0.01,0.02,13744.7,22786.07,15738.92,2184.35,13939.57,59,6,64.59,29.37,64,1364,2018,1454.77,338.39,1109,5021,18327,12248.66,1634.2,13381,22,29,27.6,2.77,29,23.12,336.33,33.52,57.48,17.33,1.16,1.16,1.16,0.01,1.14,0,0,0,0
"300x300k100s94113",300,300,100,81694,8189,117,6,4,256,6,2,2,1800.03,0,14059524454238371840,0,0,0,0,15605,1345.86,0.09,0.01,0.06,22722.75,38383.78,29155.6,3867.57,25850.08,227,37,103.8,47.06,53,2144,3050,2689.72,632.64,2443,14404,39042,27253.03,3218.48,24911,37,36,34.81,3.12,35,9.44,82.43,38.43,76.49,46.09,1.17,1.19,1.17,0.01,1.17,0,0,0,0
"300x300k20s94113",300,300,20,81694,8189,117,6,4,256,6,2,2,1800.01,0,14059518579354617856,0,0,0,0,1071,79.23,0.07,0.01,0.06,89854.39,192904.44,144822.28,33107.07,148787.74,1343,324,885.2,413.62,1005,6569,13856,10334.61,2475.1,10510,0,71762,35221.78,10549.84,34839,0,17,10.7,2.12,11,4.89,42.77,16.98,24.43,10.46,1.18,1.25,1.19,0.03,1.15,0,0,0,0
"300x300k40s94113",300,300,40,81694,8189,117,6,4,256,6,2,2,1800.01,0,14059524634002221056,0,0,0,0,18955,1406.47,0.07,0.01,0.06,59885.66,114844.14,75244.39,14431.65,140272.3,440,83,355.01,160.49,288,3891,11076,6102.89,1545.19,13918,8748,55252,34794.77,6048.86,43934,12,22,19.16,2.3,17,8.84,133.45,24.64,33.53,48.33,1.19,1.17,1.18,0.02,1.18,0,0,0,0
"300x300k60s94113",300,300,60,81694,8189,117,6,4,256,6,2,2,1800.04,0,14059694431092893696,0,0,0,0,6519,498.8,0.08,0.01,0.06,34685.97,72733.36,49679.51,8338.61,40206.79,390,204,206.48,93.89,151,3882,5537,4296.69,1110.53,3613,7068,47855,31894.95,4558.73,33253,21,27,25.36,2.61,27,9.95,27.14,30.29,54.57,23.93,1.18,1.2,1.18,0.02,1.18,0,0,0,0
"300x300k80s94113",300,300,80,81694,8189,117,6,4,256,6,2,2,1800.02,0,1.4059735627419e+19,0,0,0,0,1009,81.88,0.08,0.01,0.05,30895.03,55649.88,36765.48,5414.48,40964.73,187,79,140.46,63.72,121,2696,4452,3301.8,805.99,3769,14907,42919,29348.41,3751.58,26004,27,25,30.44,2.88,25,14.42,56.35,34.43,69.25,31.15,1.14,1.16,1.17,0.01,1.17,0,0,0,0
"400x400k100s16692",400,400,100,153235,6765,0,5,2,256,6,2,2,1800.07,0,14059928740347125760,0,0,0,0,7554,1274.2,0.17,0.02,0.1,37911.38,50736.69,47642.53,5433.41,41999.47,384,71,207.75,89.93,240,3950,6333,4879.06,1063.94,4329,19056,53681,36004.17,4867.65,38716,25,28,24.48,2.7,20,10.29,89.2,34.03,78.09,18.04,1.18,1.16,1.16,0.01,1.14,0,0,0,0
"400x400k20s16692",400,400,20,153235,6765,0,5,2,256,6,2,2,1800.13,0,14059928704296075264,0,0,0,0,1724,253.5,0.14,0.02,0.06,215877.99,442057.41,249926.31,59862.11,221302.38,2045,700,1762.59,785.5,2619,18197,26600,20152.11,5487.01,16540,1166,118299,60266.04,16257.65,58875,2,12,8.98,1.57,8,8.9,38,16.56,33.29,6.32,1.19,1.16,1.17,0.03,1.19,0,0,0,0
"400x400k40s16692",400,400,40,153235,6765,0,5,2,256,6,2,2,1800.11,0,14059735572546162688,0,0,0,0,5248,756.1,0.15,0.02,0.11,124278,132362.48,122495.38,21181.95,103095.99,717,127,699.37,308.4,777,12595,9092,11007.27,2604.14,8848,15876,84786,49704.81,9473.98,29924,11,18,14.21,1.93,12,17.57,71.59,21.88,32.63,11.39,1.15,1.19,1.16,0.02,1.14,0,0,0,0
"400x400k60s16692",400,400,60,153235,6765,0,5,2,256,6,2,2,1800.13,0,14059678081096673280,0,0,0,0,9154,1408.56,0.15,0.02,0.11,80242.81,135738.83,80367.6,11677.81,85624.41,257,132,410.34,176.21,255,7668,18141,7697.79,1786.1,8033,15511,71244,43551.44,6924.56,49561,15,17,18.2,2.22,16,29.84,137.43,26,32.48,31.5,1.15,1.14,1.16,0.01,1.16,0,0,0,0
"400x400k80s16692",400,400,80,153235,6765,0,5,2,256,6,2,2,1800.09,0,14059736104340471808,0,0,0,0,5317,848.34,0.16,0.02,0.11,64345.22,79347.88,59857.32,7663.2,58278.2,296,240,280.18,120.76,179,7416,8704,5944.59,1357.97,5785,18151,62155,39119.82,5708.23,41069,20,25,21.5,2.48,20,25.05,36.27,29.61,50.11,32.32,1.17,1.16,1.16,0.01,1.17,0,0,0,0
"500x500k100s32414",500,500,100,242511,5001,2488,7,7,256,6,2,2,1800.18,0,14059891017812893696,0,0,0,0,5955,1679.91,0.28,0.04,0.12,79790.69,93863.05,88286.37,12003.67,77775,170,125,333.32,141.98,388,9433,6538,7559.95,1510.23,7596,31142,91719,60290.85,8321.51,62210,23,30,26.05,2.74,27,55.49,52.3,31.54,46.13,19.58,1.17,1.16,1.15,0.01,1.15,0,0,0,0
"500x500k20s32414",500,500,20,242511,5001,2488,7,7,256,6,2,2,1800.13,0,14059720281377632256,0,0,0,0,1142,270.99,0.24,0.03,0.2,280347.86,561752.78,446704.61,113908.78,485614.53,4387,546,2834.38,1278.62,3038,21447,29600,31246.18,8328.35,33671,6439,196359,103138.65,28101.98,132428,3,12,9.85,1.7,10,4.89,54.21,15.79,20.92,11.08,1.17,1.15,1.16,0.03,1.16,0,0,0,0
"500x500k40s32414",500,500,40,242511,5001,2488,7,7,256,6,2,2,1800.08,0,14042990118956066816,0,0,0,0,784,191.26,0.25,0.03,0.2,191093.1,296913.99,223313.59,43181.19,209351.25,968,792,1126.4,479.31,1181,13682,21695,17057.93,3990.25,17873,14092,144969,84585.71,16827.03,102658,9,15,15.4,2.02,17,14.13,27.39,20.89,31.58,15.13,1.15,1.16,1.16,0.02,1.18,0,0,0,0
