"instance","w","h","lots","land_cells","river_cells","preserve_cells","aptitude_classes","connected_components","batch_size","crossover_rate","keep_rate","new_rate","time","generations","seed","num_new_solutions","num_crossovers","num_mutations","num_solutions_explored","generation_best","time_to_best","time_avg","time_std_dev","time_initial","value_best","value_worst","value_avg","value_std_dev","value_initial","max_area_best","max_area_worst","max_area_avg","max_area_std_dev","max_area_initial","min_area_best","min_area_worst","min_area_avg","min_area_std_dev","min_area_initial","rivers_best","rivers_worst","rivers_avg","rivers_std_dev","rivers_initial","river_violations_best","river_violations_worst","river_violations_avg","river_violations_std_dev","river_violations_initial","size_ratio_best","size_ratio_worst","size_ratio_avg","size_ratio_std_dev","size_ratio_initial","convexity_best","convexity_worst","convexity_avg","convexity_std_dev","convexity_initial","num_empty_crossover_lots","num_disconnected_crossover_lots","num_empty_mutation_lots","num_disconnected_mutation_lots"
"200x200k40s45221",200,200,40,37196,2241,563,5,7,128,0,0,1,14.87,50,14033278577989691392,51,0,0,51,39,11.72,0.29,0.02,0.3,14353.96,14353.96,18927.09,5655.04,15444.57,442,442,420.98,101.81,509,1454,1454,1856.51,306.77,1760,2087,2087,6486.88,3558.15,6062,9,9,15.75,3.37,15,3.29,3.29,4.95,2.61,3.46,1.37,1.37,1.38,0.04,1.34,0,0,0,0
"200x200k100s45221",200,200,100,37594,2241,165,5,7,64,0,0,1,54.03,50,14041050163307071488,51,0,0,51,37,40.24,1.06,0.08,1.17,5022.09,5022.09,8528.87,1450.12,7633.04,79,79,137.35,38.77,175,688,688,903.43,187.22,839,1777,1777,5696.37,1878.88,4016,22,22,32.82,4.51,33,8.71,8.71,7.37,3.53,4.79,1.36,1.36,1.38,0.02,1.4,0,0,0,0
"200x200k40s45221",200,200,40,37196,2241,563,5,7,256,0,0,1,7.86,50,14033278023272943616,51,0,0,51,10,1.75,0.15,0.01,0.17,14471.6,14471.6,19585.48,5762.46,9956.8,471,471,420.88,106.59,630,2489,2489,1919.75,402.91,1455,1428,1428,8053.33,3375.04,4616,8,8,18.33,3.22,18,5.28,5.28,4.96,1.89,2.31,1.32,1.32,1.31,0.03,1.37,0,0,0,0
"200x200k40s45221",200,200,40,37196,2241,563,5,7,512,0,0,1,4.95,50,14033251063649660928,51,0,0,51,48,4.73,0.1,0.01,0.1,16590.03,16590.03,18617.82,5084.93,19146.42,579,579,424.88,97.3,508,2010,2010,1903.14,345.97,1933,3002,3002,7603,2672.02,9713,12,12,17.41,2.51,19,3.47,3.47,4.85,1.99,3.81,1.29,1.29,1.24,0.02,1.26,0,0,0,0
"200x200k40s45221",200,200,40,37196,2241,563,5,7,1024,0,0,1,3.59,50,14033283600269109248,51,0,0,51,9,0.73,0.07,0,0.07,14409.58,14409.58,19471.26,5108.44,17988.62,497,497,389.35,134.27,359,1508,1508,2005.24,439.11,1570,4538,4538,8429.24,2482.21,8064,18,18,18.02,2.16,18,3.03,3.03,6.62,5.21,4.37,1.2,1.2,1.19,0.02,1.18,0,0,0,0
"200x200k40s45221",200,200,40,37196,2241,563,5,7,2048,0,0,1,2.9,50,14033279138933794816,51,0,0,51,33,1.93,0.06,0,0.08,23231.02,23231.02,22505.97,5565.62,18797.5,90,90,320.73,128.92,405,1907,1907,2115,487.49,1660,3449,3449,10193.16,2469.43,9612,11,11,17.73,2.28,20,21.19,21.19,8.93,6.89,4.1,1.17,1.17,1.16,0.01,1.16,0,0,0,0
"200x200k40s45221",200,200,40,37196,2241,563,5,7,4096,0,0,1,2.3,50,14033249974334666752,51,0,0,51,8,0.41,0.04,0,0.05,22587.3,22587.3,22699.13,4098.15,19553.88,194,194,318.22,97.82,396,1990,1990,2103.51,329.09,1794,3861,3861,10425.63,2854.67,10542,11,11,17.37,2.4,21,10.26,10.26,7.69,4.1,4.53,1.16,1.16,1.15,0.01,1.13,0,0,0,0
"200x200k20s45221",200,200,20,37196,2241,563,5,7,32,0,0,1,55.04,50,14033285322725629952,51,0,0,51,8,10.16,1.08,0.12,1.13,30696.48,30696.48,31821.69,12030.71,24808.7,1365,1365,1001.06,224.37,1215,3757,3757,3442.51,776.06,2986,290,290,5706.29,3462.32,4038,7,7,8.67,2.47,6,2.75,2.75,3.72,1.61,2.46,1.71,1.71,1.52,0.09,1.6,0,0,0,0
"200x200k40s45221",200,200,40,37196,2241,563,5,7,64,0,0,1,31.41,50,14033278091511199744,51,0,0,51,19,11.86,0.62,0.07,0.58,7111.09,7111.09,19252.75,5739.47,21008.99,688,688,433.98,105.94,475,1495,1495,1844.51,332.27,1811,472,472,5956.49,3200.74,3193,10,10,14.94,2.71,13,2.17,2.17,4.57,1.56,3.81,1.52,1.52,1.44,0.05,1.37,0,0,0,0
"200x200k60s45221",200,200,60,37196,2241,563,5,7,256,0,0,1,9.14,50,14033282560579258368,51,0,0,51,43,7.83,0.18,0.01,0.19,13640.93,13640.93,13916.62,2997.06,9882.81,286,286,245.35,61.34,298,1729,1729,1447.29,263.22,1217,3394,3394,7428.55,2353.4,5462,18,18,24.04,3,24,6.05,6.05,6.44,2.48,4.08,1.34,1.34,1.31,0.03,1.36,0,0,0,0
"200x200k60s45221",200,200,60,37196,2241,563,5,7,512,0,0,1,5.64,50,14033283603165566976,51,0,0,51,48,5.39,0.11,0,0.11,7563.81,7563.81,13406.23,3184.7,14932.61,369,369,263.67,76.81,218,972,972,1429.14,348.41,1473,3586,3586,7742.06,2314.81,8959,23,23,24.47,2.18,25,2.63,2.63,6.21,3.25,6.76,1.27,1.27,1.25,0.02,1.29,0,0,0,0
"200x200k60s45221",200,200,60,37196,2241,563,5,7,128,0,0,1,18.05,50,14033251047933796352,51,0,0,51,17,6.42,0.35,0.03,0.33,8033.56,8033.56,13882.62,3297.55,15949.03,182,182,238.8,69.79,200,904,904,1354.37,289.48,1232,2013,2013,7063.35,2856.74,11602,17,17,22.55,3.7,24,4.97,4.97,6.6,3.72,6.16,1.41,1.41,1.37,0.03,1.38,0,0,0,0
"200x200k60s45221",200,200,60,37196,2241,563,5,7,1024,0,0,1,4.06,50,14033244104107345920,51,0,0,51,2,0.24,0.08,0,0.07,7532.43,7532.43,13700.7,3202.92,13345.17,364,364,250.49,62.17,291,1055,1055,1394.33,296.75,1592,4592,4592,8354.67,1777.11,7070,22,22,23.47,2.48,23,2.9,2.9,6.08,2.59,5.47,1.19,1.19,1.2,0.02,1.22,0,0,0,0
"200x200k60s45221",200,200,60,37196,2241,563,5,7,2048,0,0,1,3.3,50,14033243722556235776,51,0,0,51,20,1.35,0.06,0,0.06,8539.2,8539.2,13936.3,2798.64,13329.43,346,346,201.35,67.05,108,1023,1023,1346.57,255.59,1070,4131,4131,9018.22,2341.06,10749,18,18,23.47,2.59,25,2.96,2.96,7.6,3.43,9.91,1.16,1.16,1.17,0.01,1.16,0,0,0,0
"200x200k60s45221",200,200,60,37196,2241,563,5,7,4096,0,0,1,2.54,50,1.4033250483932e+19,51,0,0,51,15,0.79,0.05,0,0.05,13221.15,13221.15,15899.17,2778.74,14092.32,359,359,196.14,56.51,216,1226,1226,1484.78,342.92,1277,6553,6553,10067.02,1671.57,10126,22,22,23.24,1.87,25,3.42,3.42,8.43,3.68,5.91,1.14,1.14,1.14,0.01,1.14,0,0,0,0
"200x200k60s45221",200,200,60,37196,2241,563,5,7,64,0,0,1,40.49,50,14033250441741107200,51,0,0,51,7,6.38,0.79,0.07,0.79,7051.43,7051.43,13283.7,3006.01,10501.72,397,397,274.45,55.57,257,971,971,1366.8,269.96,1117,1622,1622,5622.59,2049.4,8775,15,15,21.41,3.11,26,2.45,2.45,5.22,1.6,4.35,1.48,1.48,1.42,0.04,1.4,0,0,0,0
"200x200k40s45221",200,200,40,37196,2241,563,5,7,32,0,0,1,81.09,50,14033278570744082432,51,0,0,51,37,60.54,1.59,0.14,1.41,7880.86,7880.86,20229.87,5226.25,25076.55,646,646,401.18,111.36,336,1324,1324,2019.43,404.01,1875,1113,1113,6013.51,3000.89,6715,10,10,14.84,2.67,15,2.05,2.05,5.93,4.26,5.58,1.46,1.46,1.49,0.05,1.42,0,0,0,0
